text,label
"
(WEBSTER:  myth:  ""a traditional or legendary story...
           ...a belief...whose truth is accepted uncritically."")

How does that qualify?
Indeed, it's almost oxymoronic...a rather amusing instance.
I've found that most atheists hold almost no atheist-views as
""accepted uncritically,"" especially the few that are legend.
Many are trying to explain basic truths, as myths do, but
they don't meet the other criterions.
Also...


You accuse him of referencing mythology, then you procede to
launch your own xtian mythology.  (This time meeting all the
requirements of myth.)


Ah, but not everyone ""knows"" that god exists.  So you have
a fallacy.


And that makes it true?  Holding with the Bible rules out controversy?
Read the FAQ.  If you've read it, you missed something, so re-read.
(Not a bad suggestion for anyone...I re-read it just before this.)


...should I repeat what I wrote above for the sake of getting
it across?  You may trust the Bible, but your trusting it doesn't
make it any more credible to me.

If the Bible says that everyone knows, that's clearly reason
to doubt the Bible, because not everyone ""knows"" your alleged
god's alleged existance.


1) No, they don't have to ignore the Bible.  The Bible is far
from universally accepted.  The Bible is NOT a proof of god;
it is only a proof that some people have thought that there
was a god.  (Or does it prove even that?  They might have been
writing it as series of fiction short-stories.  As in the
case of Dionetics.)  Assuming the writers believed it, the
only thing it could possibly prove is that they believed it.
And that's ignoring the problem of whether or not all the
interpretations and Biblical-philosophers were correct.

2) There are people who have truly never heard of the Bible.

3) Again, read the FAQ.


Bzzt...wrong answer!
Gravity is directly THERE.  It doesn't stop exerting a direct and
rationally undeniable influence if you ignore it.  God, on the
other hand, doesn't generally show up in the supermarket, except
on the tabloids.  God doesn't exert a rationally undeniable influence.
Gravity is obvious; gods aren't.


No, human reason hasn't always come back to the existance of
""God""; it has usually come back to the existance of ""god"".
In other words, it doesn't generally come back to the xtian
god, it comes back to whether there is any god.  And, in much
of oriental philosophic history, it generally doesn't pop up as
the idea of a god so much as the question of what natural forces
are and which ones are out there.  From a world-wide view,
human nature just makes us wonder how the universe came to
be and/or what force(s) are currently in control.  A natural
tendancy to believe in ""God"" only exists in religious wishful
thinking.


Xtianity is no more reasonable than most other religions, and
it's reasonableness certainly doesn't merit eminence.
Divine justice...well, it only seems just to those who already
believe in the divinity.
First, not all atheists believe the same things about human
nature. Second, whether most atheists are correct or not,
YOU certainly are not correct on human nature.  You are, at
the least, basing your views on a completely eurocentric
approach.  Try looking at the outside world as well when
you attempt to sum up all of humanity.",0
"
Doesn't it also have the Statue of Liberty on it or is that Richter's Mask?

The back actually has a Bee followed by a Z to represent the Beezer. It 
also has something that looks like the three interconnecting circles from
the Led Zepplin 4 album cover. Is that what it is supposed to be? and if
it is does anybody know why he would put it there? Ali?


John
""The official Language of Golf is Profanity""


",1
"
This is an interesting notion -- and one I'm scared of. In my
case I'm a Finnish citizen, I live in USA, and I have to conform
to the US laws. However, the Finnish government is not actively
checking out what I'm doing in this country, in other words checking
out if I conform to the Finnish laws.

However, Islamic law seems to be a 'curse' that is following you
everywhere in the world. Shades of 1984, eh?

Cheers,
Kent",0
"
Bowman is in the Hockey Hall of Fame as a coach already...and unlike
Gil Stein...he didn't get their by stacking the Board of Directors! -)


Bowman is the genius...Johnson isn't.  Bowman is a great coach...Johnson,
a very good one.  However, Bowman is really not a modern coach, and
Patrick's solution of having him only run the team on game days, and
delegate most of the day-to-day responsibity to the assistants is
a shrewd managerial decision on Patrick's part.  ",1
"
""Manufacturing Consent,"" a film about the media. You alternative movie source
may have this; or to book it in your local alternative theatre, contact:

FILMS TRANSIT * INTERNATIONAL SALES
Jan Rofekamp
402 Notre Dame E.
Montreal, Quebec
Canada H2Y 1C8
Tel (514) 844-3358 * Fax (514) 844-7298
Telex 5560074 Filmtransmtl

(US readers: call Zeitgeist Films at 212 274 1989.)

-s",0
,2
"
Seems he didn't understand anything about realities, liar, lunatic
or the real thing is a very narrow view of the possibilities of Jesus
message.

Sigh, it seems religion makes your mind/brain filter out anything
that does not fit into your personal scheme. 

So anyone that thinks the possibilities with Jesus is bound to the
classical Lewis notion of 'liar, lunatic or saint' is indeed bound
to become a Christian.

Cheers,
Kent",0
"
[Excellent discussion of DC-X landing techniques by Henry deleted]


The DC-X will not take of horizontally.  It takes of vertically. 


For several reasons.  Vertical landings don't require miles of runway and limit
noise pollution.  They don't require wheels or wings.  Just turn on the engines
and touch down.  Of course, as Henry pointed out, vetical landings aren't quite
that simple.


Well, to be blunt, yes.  But at least you're learning.


The Soyuz vehicles use parachutes for the descent and then fire small rockets
just before they hit the ground.  Parachutes are, however, not especially
practical if you want to reuse something without much effort.  The landings
are also not very comfortable.  However, in the words of Georgy Grechko,
""I prefer to have bruises, not to sink.""

",2
"zillion lines in response to article <1993Apr18.034101.21934@iti.org>,
in which Allen wrote a zillion lines in response to article
<17APR199316423628@judy.uh.edu>, in which Dennis wrote another zillion
lines in response to Allen.

Hey, can it you guys. Take it to email, or talk.politics.space, or
alt.flame, or alt.music.pop.will.eat.itself.the.poppies.are.on.patrol,
or anywhere, but this is sci.space. This thread lost all scientific
content many moons ago.",2
"
Nope, you're confusing separate programs.  Atlas was the first-generation
US ICBM; Titan I was the second-generation one; Titan II, which all the
Titan launchers are based on, was the third-generation heavy ICBM.  There
was essentially nothing in common between these three programs.

(Yes, *three* programs.  Despite the similarity of names, Titan I and
Titan II were completely different missiles.  They didn't even use the
same fuels, never mind the same launch facilities.)
",2
"

I dunno about hat. I have friends up there on GEnie who are now saying that
Ottawa's gone soft on Daigle and is thinking hard about Pronger. Daigle has
shown an Attitude the latter part of this season many folks havne't liked,
and after coming back from his (second) multi-game suspension for being
stupid, he's really tanked in his performance. His stock is dropping like a
rock. 

Also remember that a lot of teh ""draft 1st"" stuff comes from the assumption
he'll be traded to Quebec for lots of prospects. It's not clear that 
Quebec would really be willing to pay a lot for him given his current
status. He's still first round, but I don't consider him a first pick lock
by any means at this point.

It's also possible that the Senators are posturing to try to bring down his
signing price, since Daigle has been taking some Lindros lessons during thos
suspensions.



No. Kariya won't go in the first three, for a very simple reason: he's not
leaving college, and I don't believe ANY of the expansion teams are going to
use a first for someone who won't be around for another year or two, not
when there is equally good (or almost as good) stuff available that can make
an immediate impact. San jose seems to be leaning heavily towards
Niedermayer for that reason. Kariya could go 6th or 7th, unless a team can
convince him to leave school early (which I doubt).


My cut on things as they stand today:

	(it depends on if the Sharks can get a deal for him. I don't
	believe they draft him to keep him).
",1
"Is there a few Grasp pictures of space related items, namely Space Station
Designs, so you can see the ""finished"" revolt around..

If you don't know what a grasp prograsm is.. Check out some adult entertainment
files and see what I mean.. Or maybe geta few GIF files and create a ""slide
shows"" (I think Cshow can do this).. ",2
"
[...deletions...]


An ""Islamic Bank"" is something which operates in a different fashion to
your modern bank, as I have explained here (on another thread) before.
For example, Islamic banks don't pay fixed interests on deposits, but a
return on investments (which varies according to the market, and is not
fixed like interest is).

Islamic banks are a relatively new phenomenon in the Islamic world.
There are no Islamic banks in ""the West"", including the USA, to my
knowledge.  I doubt if the market for them exists there -- at least not
while ""Islamic banks"" are at a relatively early stage of their
development as is the case now.  BCCI is most certainly not an ""Islamic
bank"" -- did BCCI ever pay a fixed interest rate on deposits?  If the
answer to this question is ""yes"", then BCCI was not an Islamic bank, as
Islamic banks are specifically set up to _not_ pay or charge interest.

Whether some Muslims partially owned the bank or whatever is completely
irrelevant.  ",0
"
Agreed here...I'll never forget Dan Kelly calling the play-by-play in the '87
Canada Cup.  He was masterful!

And Danny Gallivan will _never_ be replaced; even now when I watch HNIC I
remember his voice...when I see an Al MacInnis or Al Iafrate (hey, what's with
these guys named Al who can shoot??) shot from the point I still think
""blistering blast""...THN had a tribute to Gallivan in the issue following his
death; in the story they included a quote from one of the games he did.  It
went: 

""It appears Risebrough has pugnaciously construed that check,"" he said, ""and 
will undoubtedly make a visitation to the box of punition.""

Classic, vintage Gallivan!  He's sorely missed.  So here's to two of the best
there was and best that ever will be.
",1
"
Yes, weightlessness does feel like falling.  It may feel strange at first,
but the body does adjust.  The feeling is not too different from that
of sky diving.
",2
"
The CLIPPER initiative is an announcement by Clinton that all the 
""secure"" voice phones will use the same crypto chip, as a de-facto
government standard.  Problem is, the government is admitting that
they hold the keys to break the code easily, and the Justice department
will be using the keys to listen in on ""illegal activities.""  Many
people are really scared about such an initiative because it is
a major step towards outlawing real crypto protection on things
like email if you read the press release.  The project was developed
by NSA and given to NIST.  It uses two keys S1 and S2 that the
government claims are needed to break the code.  They claim that
these keys will be handed to two different companies, and when they
get a warrant to do a wiretap (the chip is nicknamed the wiretap chip),
they have to get the keys from both companies.  People have poked holes
through and through the press release official version and shown how
it is nowhere near as nice as it sounds, and I have given the simplified
version.  People over on sci.crypt are really scared about this
proposal it seems.",0
"
That's fine idea, but it only works if the lighting/power company even bothers to supply good light fixtures.  For instance, a power company in Virginia 
recently asked a state commission for permission to sell more lights of various
type.  Yet, all of the different fixture that they sold and wanted to sell
were bad designs - one that wasted the light.  Thus, you couldn't even buy
a good light from them.  In most places, to get a good light, you have to
either order it special at high cost or call a store in Arizona.  At some
point, society starts to make rules.  Cars have to pass safety tests.  
Companies have to meet pollution standards, etc..  There are two ways to achieve this:  educate the public so that they demand good lighting or force code
down the lighting companies backs.  History seems to suggest that the latter
is more likely to work.

Agreed, so I won't respond again.  It's important for all you spacers out 
there to realize that some people will object to various wild ideas that 
have been presented.  Just like Congress, it would be best to consult
the astronomers/lovers of the night sky before you try some PR stunt
to boost public knowledge about space.",2
"  ...

I think this is a big leap sex->depression.  One example is myself,
where no sex->depression :)  But, seriously 1) promiscuity is on a decline,
depression is not and 2) it might be more reasonable to say 
depression->promiscuity.  I think depression is more likely to come
from emotional problems (relationships, family, job, friends) and
promiscuity is used as an escape.
Since I see marriage as a civil and religious bond rather than an
emotional bond, I don't see a problem with sex before (not outside of)
marriage so long as you have the same commitment and devotion as
what is expected from a married couple.  Of course, this is just 
my opinion.",0
"
I wouldn't punish him with eternal torture if he didn't love me. But then
I;m a decent chap. It seems your god isn't.


I've looked, and he wasn't. Another promise broken.


Lying bastard! How  do you know what effort I have and have not given? 


Can anyone eaplain what he's just said here?

Peter",0
": Has anyone ever heard of a food product called ""Space Food Sticks?"" 

I remember those awful things.  They were dry and crumbly, and I
recall asking my third-grade teacher, Miss G'Francisco, how they
kept the crumbs from floating around in zero-G.  She had no clue.
I have not seen anything like them in today's space program.

Some Apollo technology is best forgotten.

-- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
      kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368",2
"
The number of civilian Iraqi deaths were way over-exaggerated and 
exploited for anti-war emotionalism by the liberal news media.  The
facts are that less Iraqis died in the Gulf War than did civilians 
in any other war of comparable size this century!  This was due mostly
to the short duration coupled with precise surgical bombing techniques
which were technically possible only recently.

The idea that ""hundreds of thousands"" of Iraqi citizens died is
ludicrous.  Not even ""hundreds of thousands"" of Iraqi soldiers died,
and they were the ones being targeted!  Or do you think that the US
and its allies were specifically out to kill and maim Iraqi civilians?
Either the smart bombs didn't hit their targets (and we know they did),
or they were targeting civilian targets (!) which is hardly condusive to
destroying Iraq's military potential.  The military mission planners are
not fools, they know they have to hit *military* targets to win a war.
Hitting civilian targets does nothing but unite the people against you,
not a laudable goal if one wants the people to rise up against their
tyrant-dictator. 

How about all the innocent people who died in blanket-bombing in WW2?
I don't hear you bemoaning them!  War is never an exact science, but
with smart bombs, it's becoming more exact with a smaller percentage
of civilian casualties.  Sometimes mistakes are made; targets are
misidentified; innocents die.  That's war the way it really is.
But the alternative, to allow tyrannical dictators to treat the earth
like it's one big rummage sale, grabbing everything they can get is
worse.  Like Patrick Henry said some 217 years ago, ""I know not what
course others may take -- but as for me, give me liberty, or give me
death!""  War is always the price one must be willing to pay if one
wishes to stay free.   


Mathew, your sarcasm is noted but you are completely off-base here.
You come off sounding like a complete peace-nik idiot, although I
feel sure that was not your intent.

So the Iraqi war was wrong, eh?  I'm sure that appeasement would have
worked better than war, just like it did in WW2, eh?  I guess we
shouldn't have fought WW2 either -- just think of all those innocent
German civilians killed in Dresden and Hamburg.  How about all the poor 
French who died in the crossfire because we invaded the continent?  We 
should have just let Hitler take over Europe, and you'd be speaking
German instead of English right now.

Tyrants like Hussein *have* to be stopped.  His kind don't understand
diplomacy; they only understand the point of a gun.  My only regret is
that Bush wimped out and didn't have the military roll into Baghdad, so
now Hussein is still in power and the Iraqi people's sacrifice (not to
mention the 357 Americans who died) was for naught.  Liberating Kuwait 
was a good thing, but wiping Hussein off the map would've been better!

And as for poor, poor Rodney King!  Did you ever stop and think *why*
the jury in the first trial brought back a verdict of ""not guilty""?
Those who have been foaming at the mouth for the blood of those
policemen certainly have looked no further than the video tape.
But the jury looked at *all* the evidence, evidence which you and I
have not seen.  When one makes a judgment without the benefit of a
trial where evidence can be presented on both sides, one has simply
lowered himself to the level of vigilante justice, a state-of-mind
which your sarcasm above seemingly spoke against, but instead tends
to support in the case against the policemen.  

Law in this country is intended to protect the rights of the accused,
whether they be criminals or cops.  One is not found guilty if there is
a reasonable doubt of one's guilt, and only the jury is in a position
to assess the evidence and render a verdict.  Anyone else is simply
succumbing to verbal vigilantism.
       
Regards,",0
"
It doesn't make a whole lot of difference, actually, since they weren't
building spares of the station hardware anyway.  (Dumb.)  At least this
is only one launch to fail.",2
"
(much mindless drivel deleted)


Question to you Canadian folk:  is this University of New Brunswick a
branch campus of the Western Business School?  Seems like the same sort
of rectal appendage belongs to both of them.",1
"
Them thar's fighting words...hardly a force...geez...miss the playoffs
once in 15 years, and even after making the final four 3 times in the
last five years, and everyone thinks its doomsville.


Fedorov, Primeau, Kozlov, Lidstrom, Sillinger, Konstantinov, Drake,
Kennedy, Racine, and Cheveldae were already in the pipeline due to
Devellano...Murray inherited these guys...in addition to Yzerman,
Probert, Carson, Chiasson, etc.


No...Quinn had far less...Murray took over Detroit at a time to 
take advantage of all of Devellano's good drafting...if Devellano
had not given in to Demers request to make the Oates trade, he might
still be GM.",1
"I apologize for the long delay in getting a response to this posted.
I've been working reduced hours the past couple of weeks because I had
a son born (the day after Umar's article was posted, btw).  I did
respond within a couple of days, but it turns out that a a
coincidental news software rearrangement caused postings from this
site to silently disappear rather than going out into the world.  This
is a revision of that original response.


[this was in response to the claim that ""Rushdie made false statements
about the life of Mohammed"", with the disclaimer ""(fiction, I know,
but where is the line between fact and fiction?) - I stand by this
distinction between fiction and ""false statements""]


I had not seen that claim, or I might have been less sweeping.  You
have made what I consider factual misstatements about events in the
book, which I have raised in the past, in the ""ISLAM: a clearer view""
thread as well as the root of the ""Yet more Rushdie [Re: ISLAMIC LAW]""
thread.  My statement was not that you had not read the book, but that
you had not convinced me that you [inter alia] had.  As I said before,
if you want to defend your position, then produce evidence, and
respond to the evidence I have posted; so far you have not.  Of
course, my statement was not directly aimed at you, but broadly at a
number of Muslim posters who have repeated propaganda about the book,
indicating that they haven't read it, and narrowly at Gregg Jaeger,
who subsequently admitted that he hadn't in fact read the book,
vindicating my skepticism in at least that one case.

So far, the only things I have to go on regarding your own case are a)
the statements you made concerning the book in the ""a clearer view""
posting, which I have challenged (not interpretation, but statements
of fact, for instance ""Rushdie depicts the women of the most
respected family in all of Islam as whores""), and b) your claim (which
I had not seen before this) that you have indeed read it cover to
cover.  I am willing to try to resolve this down to a disagreement on
critical interpretation, but you'll have to support your end, by
responding to my criticism.  I have no doubt as to the ability of a
particular Muslim to go through this book with a highlighter finding
passages to take personal offense at, but you have upheld the view
that ""TSV *is* intended as an attack on Islam and upon Muslims"".  This
view must be defended by more than mere assertion, if you want anyone
to take it seriously.


And I appreciate it, but welcome to the club.  I am defending my
honest opinion that this book should not be construed as a calculated
(or otherwise) insulting attack on Islam, and the parallel opinion
that most of the criticism of the book I have seen is baseless
propaganda.  I have supported my statements and critical
interpretationa with in-context quotes from the book and Rushdie's
essays, which is more than my correspondents have done.  Of course,
you are more than welcome to do so.",0
"


I once thought it would be easiest fitting a sine to the times. But not.
This gave  discrepancy of upto six minutes. If you fit a sine series
you'll get a very good fit after just three or four terms though. This
presumably has to do with the eccentricity of the Earths orbit.
",2
"
Feasability study??  What a wimp!!  While you are studying, others would be
doing.  Too damn many engineers doing way too little engineering.

""He who sits on his arse sits on his fortune""  - Sir Richard Francis Burton",2
"
RIght now the HST sevicing mission is listed as 11 days.  before
it was listed as 9 days.  they just kicked up the number of spacewalks
to 5,  after simulations indicated  that it was not do-able in 4.  

After all the space walking,  they are going to  re-boost the HST's
orbit.  I think right now  it's sitting  at 180 miles up,
they would like  220.  I don't know the exact orbit numbers.
I know when HST was first flown, it was placed in the Highest
possible Shuttle orbit. 

Now the shuttle can cary a thing called the EDO pallet, or extended
duration orbiter pallet.  It's mostly  LOX/LH for the fuel cells
and RCS gear,  plus more O2  and canisters for the life support
re-breathers.  maybe more nitrogen too.

THe limit on space-walking is a function of suit supplies (MASS)
and Orbiter Duration.   

In order to perform the re-boost of the HST, the OMS engines
will be fired for a long period.  Now the shuttle is a heavy
thing.  THe HST isn't light either.  THe amount of OMS fuel
needed to fly both up is substantial.   a small booster
carried up and used to boost HST on it's own will weigh significantly
less then the OMS fuel required to Boost  both HST and SHUttle,
for a given orbital change.  

From what i understand,  the mass margins on the HST missions are
tight enough they can't even carry extra Suits or MMU's.

Now if they used a small tug,  I would bet,  just a wild guess,
that the savings on amss margin  would allow carrying the
EDO pallet,  extra suits,  more consumables,  parts for the
flaky FGS sensor,  parts for the balky solar  electronics,

and still enough for a double magnum of champagne.

or the HST could even get placed into  some sort of medium orbit.
The reason they want a high orbit, is less antenna pointing,
and longer drag life.


a
Whatever it is,  the problem in the tilt array is a big constraint
on HST ops.",2
"Sabres are
Fuhr or
know much


Two words: Grant Fuhr.",1
"

The company was probably ""Public Missiles, Inc"" of Michigan.


Yup.


Nope, it's not illegal. It is, however, closely regulated. In order to 
purchase and use the big rocket motors required, it is necessary to be
one of the following:
a) An employee of a government agency.
b) An employee or student at a university doing research involving rockets.
c) A member or representative of an educational organization involved in
research or other uses of rockets. There are two such organizations: 
The Tripoli Rocketry Association and the National Association of Rocketry.
Members of either organization must demonstrate proficiency in construction
and flight before they are allowed to purchase large motors on their own.

The FAA will issue a waiver of its regulations, upon request, to any 
organization which can persuade them it has taken adequate precautions 
to avoid conflicts with aircraft. The usual stipulations are:
- Only operation up to a specified ceiling is allowed. Depending on the
location, this ceiling may be from 5000 to 50000 feet AGL. 
- The operator of the rocket is responsible for avoiding any aircraft
within the operating radius around the launch site.
- Flight into clouds or beyond visual range in haze is expressly prohibited.
- The FAA will provide a NOTAM informing other users of the airspace that
unmanned rocket operations are taking place at the specified place and time.

Most of the launches that are held (and there are dozens of them every year)
are held in areas where air traffic is relatively light, such as over the
western deserts (the Black Rock Desert north of Reno is particularly popular
since it is 25 x 150 miles of *nothing to hit* on the ground).

The two rocketry associations test and approve motors for their members'
use, to insure safety. Depending on motor size, the launcher setback is
from 50 to 500 or more feet. 

By the way, rockets under 1 lb and powered by an ""F"" motor are exempt from
most Federal regulations on unmanned rockets anyway. See FAR 101, Subpart
C, for details.

As for recovery...although the higher altitude rockets can reach up to
50,000 feet, most of them only get to 2,000 to 5,000 feet. The typical
rocket is 2 to 6 inches in diameter, and carries a 3 to 6 foot parachute,
or multiple parachutes, depending on the payload. Many rockets also carry
either a small transmitter or an audio sounder--particularly at launches
in the eastern US, where there are more obstructions.

Camera, telemetry transmitter, and video payloads are becoming quite common.


Why not? It's a lot of fun...check out the traffic on rec.models.rockets
for information about the model (3 lb and under) and high power (everything
bigger) rocket hobbies. As with all dangerous activities, the key is to
practice safety. I've been flying consumer rockets ranging up to 4-5 lbs
takeoff weight for 27 years, and still have all my extremities intact.


That's another thing. NO EXPLOSIVE WARHEADS OF ANY KIND ARE ALLOWED ON THESE
ROCKETS. NONE! Please forgive me for shouting, but that's one of the biggest
misconceptions people have about our hobby. 

True. But it will not be related to the rocket hobby, unless I get 
hit while crossing a road with a rocket in my hand. ",2
"TSN Sportsdesk just reported that the OTTAWA SUN has reported that
Montreal will send 4 players + $15 million including Vin Damphousse 
and Brian Bellows to Phillidelphia, Phillie will send Eric Lindros
to Ottawa, and Ottawa will give it's first round pick to Montreal.
 
If this is true, it will most likely depend on whether or not Ottawa
gets to choose 1st overall.  Can Ottawa afford Lindros' salary?
 
Personally, I can't see Philli giving up Lindros -- for anything.  
They didn't give away that much to Quebec just to trade him away 
again.  Not to mention that Lindros seems to be a *huge* draw in
Phillie -- and that he represents a successful future for the 
franchise.
 
Ottawa may be better off taking the 4 players +$15 from Montreal
for the pick.",1
"
Nothing is perfect. Nothing is perpetual. i.e. even if it is perfect,
it isn't going to stay that way forever. 

Perpetual machines cannot exist. I thought that there
were some laws in mechanics or thermodynamics stating that.

Not an atheist
BN
--",0
"

The Japanese are still on the learning curve as far as nuclear power goes.
This means that unlike the Germans (who do great things all by themselves)
the Japanese tie up with foreign companies. The major one is Mitsubishi
(who else) who have a sharing agreement with GE I think. No chance of a
new design.


Sodium has *lots* of chemical problems. Like it eats stainless steel. Very
slowly but it gets there in the end. Not what I call a desired property.
As for design difficulties, what does sodium do there? It is a bitch and
it is only its chemical properties (flwed though they are) that means it
gets used. Two loops? That's not a design problem? Isolation from air and
water? That doesn't cause design problems? In comparison BWR's a dream rides!


Don't get none of that in a Liquid Sodium Breeder! More steel, more complexity.

Joseph Askew
",2
"1993 World Championships in Germany:
 ====================================

  Group A standings (Munich)            Group B standings (Dortmund)
  --------------------------            ----------------------------

             GP  W T L  GF-GA +/-  P                  GP  W T L  GF-GA +/-  P

  Canada      3  3 0 0  17- 1 +16  6    Czech republic 3  2 1 0   8- 1  +7  5
  Russia      3  2 1 0  12- 4  +8  5    Finland        3  2 1 0   5- 1  +4  5
  Sweden      3  2 0 1   8- 6  +2  4    USA            3  1 2 0   8- 3  +5  4
  Italy       3  1 1 1   5- 8  -3  3    Germany        3  2 0 1  11- 8  +3  4
  ----------------------------------    -------------------------------------
  Switzerland 3  0 0 3   0- 9  -9  0    France         3  0 0 3   4-13  -9  0
  Austria     3  0 0 3   2-16 -14  0    Norway         3  0 0 3   0-10 -10  0

 
 April 18:  Italy - Russia        2-2       Norway - Germany          0-6
            Sweden - Austria      1-0       USA - Czech republic      1-1

 April 19:  Canada - Switzerland  2-0
            Russia - Austria      4-2       Finland - France          2-0

 April 20:  Sweden - Canada       1-4       Czech republic - Germany  5-0
            Switzerland - Italy   0-1       Finland - USA             1-1

 April 21:                                  Germany - France          5-3
            Italy - Sweden        2-6       Czech republic - Norway   2-0

 April 22:  Switzerland - Russia  0-6       USA - France              6-1
            Austria - Canada      0-11      Norway - Finland          0-2

 April 23:  Switzerland - Austria           Germany - Finland		20:00

 April 24:  Russia - Sweden                 Czech republic - France	15:30
            Canada - Italy                  USA - Norway		20:00

 April 25:  Sweden - Switzerland            Finland- Czech republic  	15:30
            Russia - Canada                 Germany - USA		20:00

 April 26:  Austria - Italy                 France - Norway		20:00

 
 PLAYOFFS:
 =========

 April 27:	Quarterfinals
		A #2 - B #3						15:30
		A #3 - B #2						20:00

 April 28:	Quarterfinals
		A #1 - B #4						15:30
		A #4 - B #1						20:00

 April 29:	Relegation
		A #5 - B #6						15:30
		A #6 - B #5						20:00

 April 30:	Semifinals
		A #1/B #4 - A #3/B #2					15:30
		A #4/B #1 - A #2/B #3					20:00

 May 1:		Relegation						14:30
		Bronze medal game 					19:00

 May 2:		FINAL							15:00
",1
"Your posting provoked me into checking my save file for memorable
posts. The first I captured was by Ken Arromdee on 19 Feb 1990, on the
subject ""Re: atheist too?"". That was article #473 here; your question
was article #53766, which is an average of about 48 articles a day for
the last three years. As others have noted, the current posting rate is
such that my kill file is depressing large...... Among the posting I
saved in the early days were articles from the following notables:


An interesting bunch.... I wonder where #2 is?",0
"(reference line trimmed)



Well, I'd say that a murderer is one who intentionally committed a murder.
For instance, if you put a bullet into a gun that was thought to contain
blanks, and someone was killed with such a gun, the person who actually
performed the action isn't the murderer (but I guess this is actually made
clear in the below definition).


What do you mean by ""reasonable?""

[...]

Yes, it is bad to include the word being defined in the definition.  But,
even though the series is recursively infinite, I think the meaning can
still be deduced.


[math lesson deleted]

Okay, let's look at this situation:  suppose there is a longstanding
feud between two families which claim that the other committed some
travesty in the distant past.  Each time a member of the one family
kills a member of the other, the other family thinks that it is justified
in killing a that member of the first family.  Now, let's suppose that this
sequence has occurred an infinite number of times.  Or, if you don't
like dealing with infinities, suppose that one member of the family
goes back into time and essentially begins the whole thing.  That is, there
is a never-ending loop of slayings based on some non-existent travesty.
How do you resolve this?

Well, they are all murders.

Now, I suppose that this isn't totally applicable to your ""problem,"" but
it still is possible to reduce an uninduced system.

And, in any case, the nested ""murderer"" in the definition of murder
cannot be infintely recursive, given the finite existence of humanity.
And, a murder cannot be committed without a killing involved.  So, the
first person to intentionally cause someone to get killed is necessarily
a murderer.  Is this enough of an induction to solve the apparently
unreducable definition?  See, in a totally objective system where all the
information is available, such a nested definition isn't really a problem.",0
"Newsgroups: rec.sport.hockey
Subject: Re: NHL team in Milwaukee
Summary: 
Expires: 
Sender: 
Distribution: 
Organization: Marquette University - Department MSCS
Keywords: 


Lloyd Pettit married into Allen-Bradley Corp. (ab.com) family and owns the
Admirals.  He donated the Bradley Center and the new Pettit National Ice
Center.


This is not the way I have heard it.  See, Lloyd (as he is affectionately
referred to by Milwaukeeans and Bob Uecker) bought the Bradley Center *TO* get
the NHL to come here.


Yeah, the Bucks, the Milwaukee Wave (soccer), the Admirals, the Marquette
Warriors, concerts and a bunch of other things...",1
"So what's the deal with Bill Wirtz? Apparently, the Blackhawks - St.
Louis game was a standing room only sell out as usual, but the Hawks
reported the attendace as 16,199. Gee, I wonder if Wirtz is planning to
use this as justification for continuing to keep home games off of TV?
What a schmuck.

In other TV news, the Penguins announced yesterday that they will have 3
fewer broadcast TV games, and will have 22(!) games on some sort of
subscription / pay-per-view system. Yuck.",1
"
That was Clint Malarchuk.  That was a very dangerous accident.  He could he
died right there on the ice.  However, he has played since  
but I don't know where he is now.  I think he is still playing but I'm
not positive.  He was a Sabre at the time.
I don't know who skated into him though.


I remember a couple of seasons before the Malarchuk incident Borje
Salming of Toronto fell down in the crease and someone skated into
his face.  That took a lot of stiches to fix.
",1
"What would all of you out there in net land think of the big 6 (Martin
Mariatta, Boeing, Mcdonell Douglas, General Dynamics, Lockheed, Rockwell)
getting together, and forming a consortium to study exactly what the market
price pints are for building reusable launch vehicles, and spending say
$3million to do that.  Recognizing that most of the military requirements
for launch vehicles are pulled out of a hat somewhere (say, has the shuttle 
ever really used that 1200mi crossrange capability?  You get the idea, figure
out how many, how often, where to, etc...)

Then taking this data, and forming a sematech type company (bad example, I
know... but at least its an example...)  To develop between 3 and 5 craft
designs.  Then to take all of those designs, and figure out EXACTLY what
the technologies are, and demonstrate those technologies, in order to 
eliminate designs that can't be built today.  And lets say that this
portion again funded by the GOV cost about $20 million.

And from here all of these companies went their separate ways, with the
intention of taking all of the market data and the design data to wall
street, and saying ""I want to build this vehicle, and here are the numbers
that show %20 ROI, fund me...)


Now many of you think that this is a joke, but I have it on good authority that
just this project is shaping up in the background. It seems that the aerospace
companies have learned that everyone yelling similar but different things
ends up in many programs that do nothing much and get canceled (NASP, NLS,
ALS, DCY?, etc...)  They need to work more in the japaneese, and european
spirit of initial cooperation.  They have also learned that design requirements
that are phony (I.E. some generals idea of what a space vehicle ought to be)
ends up getting chopped up in congress, because it is not a REAL requirement.

Any feedback?",2
"
No, Fuhr's 5 rings out sparkle Errey's. And doesn't Bob have 2 rings?",1
